1,,プロローグ,旅人ニコラス,赤,人狼CO,旅:人狼CO ,.,.,,,,
50,46,1日目,パン屋オットー,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 青:非村人 青:非占い師 青:人狼寄り 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
51,47,1日目,旅人ニコラス,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非人狼 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 青:非村人 青:非占い師 青:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 商:非村人 商:非霊能者 商:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
52,48,1日目,行商人アルビン,白,考察 ,兵:非村人 兵:非人狼 神:非村人 神:非霊能者 神:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 青:非村人 青:非占い師 青:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 旅:非村人 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
53,49,1日目,羊飼いカタリナ,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 年:非村人 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 青:非村人 青:非占い師 青:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
54,50,1日目,少年ペーター,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:人狼寄り 青:非村人 青:非占い師 青:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
55,51,1日目,老人モーリッツ,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 青:非村人 青:非占い師 青:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:人狼寄り 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
56,52,1日目,司書クララ,白,考察 ,兵:村人 兵:占い師 兵:霊能者 兵:狩人 兵:狂人 兵:人狼 神:村人 神:占い師 神:霊能者 神:狩人 神:狂人 神:人狼 樵:村人 樵:占い師 樵:霊能者 樵:狩人 樵:狂人 樵:人狼 羊:村人 羊:占い師 羊:霊能者 羊:狩人 羊:狂人 羊:人狼 年:非村人 年:占い師 年:霊能者 年:狩人 年:狂人 年:人狼 兵:村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:人狼 神:村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:人狼 宿:村人 宿:非占い師 宿:霊能者 宿:狩人 宿:狂人 宿:人狼 青:非村人 青:占い師 青:霊能者 青:狩人 青:狂人 青:人狼 屋:村人 屋:占い師 屋:霊能者 屋:狩人 屋:狂人 屋:人狼 商:村人 商:占い師 商:霊能者 商:狩人 商:狂人 商:人狼 旅:村人 旅:占い師 旅:霊能者 旅:狩人 旅:狂人 旅:人狼 老:村人 老:占い師 老:霊能者 老:狩人 老:狂人 老:人狼 修:非村人 修:占い師 修:霊能者 修:狩人 修:狂人 修:人狼 ,.,.,,,,
57,53,1日目,青年ヨアヒム,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
58,54,1日目,シスターフリーデル,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 青:非村人 青:非占い師 青:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り ,.,.,,,,
59,55,1日目,宿屋の女主人レジーナ,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 書:非村人 書:非霊能者 書:人狼寄り 青:非村人 青:非占い師 青:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
60,56,1日目,木こりトーマス,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 青:非村人 青:非占い師 青:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
61,57,1日目,老人モーリッツ,白,Over,,.,.,,,,
62,58,1日目,宿屋の女主人レジーナ,白,Over,,.,.,,,,
63,59,1日目,少年ペーター,白,Over,,.,.,,,,
64,60,1日目,木こりトーマス,白,Over,,.,.,,,,
65,61,1日目,司書クララ,白,Over,,.,.,,,,
66,62,1日目,羊飼いカタリナ,白,Over,,.,.,,,,
67,63,1日目,パン屋オットー,白,Over,,.,.,,,,
68,64,1日目,シスターフリーデル,白,Over,,.,.,,,,
69,65,1日目,青年ヨアヒム,白,Over,,.,.,,,,
70,66,1日目,行商人アルビン,白,Over,,.,.,,,,
71,67,1日目,旅人ニコラス,白,Over,,.,.,,,,
72,,1日目,投票,灰,投票,兵:神 神:老 樵:年 羊:年 年:宿 兵:神 神:老 書:年 宿:年 青:年 屋:年 商:年 旅:年 老:年 修:年 ,.,.,,,,
73,,1日目,処刑結果,白,処刑結果,少年ペーター,.,.,,,,
74,,1日目,旅人ニコラス,赤,襲撃希望 ,襲撃意思:青,.,.,,,,
75,,1日目,旅人ニコラス,赤,Over,,.,.,,,,
76,,1日目,行商人アルビン,灰,占い,商:老:人間,.,.,,,,
77,,1日目,青年ヨアヒム,灰,霊能,青:年:人間,.,.,,,,
78,,1日目,襲撃結果,白,襲撃結果,青年ヨアヒム,.,.,,,,
79,68,2日目,負傷兵シモン,,Skip,,.,.,,,,
80,69,2日目,羊飼いカタリナ,,Skip,,.,.,,,,
81,70,2日目,老人モーリッツ,,Skip,,.,.,,,,
82,71,2日目,行商人アルビン,白,占い結果 ,老:人間,.,.,,,,
83,72,2日目,神父ジムゾン,,Skip,,.,.,,,,
84,73,2日目,神父ジムゾン,白,希望 ,,吊り希望:老.,.,,,,
85,74,2日目,負傷兵シモン,白,希望 ,,吊り希望:神.,.,,,,
86,75,2日目,パン屋オットー,,Skip,,.,.,,,,
87,76,2日目,シスターフリーデル,,Skip,,.,.,,,,
88,77,2日目,宿屋の女主人レジーナ,,Skip,,.,.,,,,
89,78,2日目,旅人ニコラス,白,占い結果 ,兵:人間,.,.,,,,
90,79,2日目,木こりトーマス,,Skip,,.,.,,,,
91,80,2日目,司書クララ,,Skip,,.,.,,,,
92,81,2日目,負傷兵シモン,白,考察 ,神:非村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:人狼 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 青:非村人 青:非人狼 屋:非村人 屋:非霊能者 屋:人狼寄り 商:非村人 商:人狼寄り 旅:非村人 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
93,82,2日目,木こりトーマス,白,希望 ,,吊り希望:修.,.,,,,
94,83,2日目,行商人アルビン,白,希望 ,,吊り希望:宿.,.,,,,
95,84,2日目,神父ジムゾン,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 青:非村人 青:非人狼 屋:非村人 屋:非霊能者 屋:人狼寄り 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:人狼寄り 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:人狼 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
96,85,2日目,宿屋の女主人レジーナ,白,希望 ,,吊り希望:修.,.,,,,
97,86,2日目,旅人ニコラス,白,希望 ,,吊り希望:宿.,.,,,,
98,87,2日目,神父ジムゾン,白,Over,,.,.,,,,
99,88,2日目,パン屋オットー,白,希望 ,,吊り希望:修.,.,,,,
100,89,2日目,司書クララ,白,希望 ,,吊り希望:修.,.,,,,
101,90,2日目,シスターフリーデル,白,希望 ,,吊り希望:宿.,.,,,,
102,91,2日目,羊飼いカタリナ,白,希望 ,,吊り希望:修.,.,,,,
103,92,2日目,老人モーリッツ,白,希望 ,,吊り希望:修.,.,,,,
104,93,2日目,負傷兵シモン,白,Over,,.,.,,,,
105,94,2日目,司書クララ,白,考察 ,兵:村人 兵:占い師 兵:霊能者 兵:狩人 兵:狂人 兵:人狼 神:村人 神:占い師 神:霊能者 神:狩人 神:狂人 神:人狼 樵:村人 樵:占い師 樵:霊能者 樵:狩人 樵:狂人 樵:人狼 羊:村人 羊:占い師 羊:霊能者 羊:狩人 羊:狂人 羊:人狼 年:非村人 年:占い師 年:霊能者 年:狩人 年:狂人 年:人狼 兵:村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:人狼 神:村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:人狼 宿:村人 宿:非占い師 宿:霊能者 宿:狩人 宿:狂人 宿:人狼 青:非村人 青:占い師 青:霊能者 青:狩人 青:狂人 青:非人狼 屋:村人 屋:占い師 屋:霊能者 屋:狩人 屋:狂人 屋:人狼 商:村人 商:占い師 商:霊能者 商:狩人 商:狂人 商:人狼 旅:村人 旅:占い師 旅:霊能者 旅:狩人 旅:狂人 旅:人狼 老:村人 老:占い師 老:霊能者 老:狩人 老:狂人 老:人狼 修:非村人 修:占い師 修:霊能者 修:狩人 修:狂人 修:人狼 ,.,.,,,,
106,95,2日目,シスターフリーデル,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:人狼寄り 青:非村人 青:霊能者寄り 青:非人狼 屋:非村人 屋:非霊能者 屋:人狼寄り 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り ,.,.,,,,
107,96,2日目,負傷兵シモン,白,Over,,.,.,,,,
108,97,2日目,行商人アルビン,白,考察 ,兵:非村人 兵:非人狼 神:非村人 神:非霊能者 神:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:人狼寄り 青:非村人 青:霊能者寄り 青:非人狼 屋:非村人 屋:非霊能者 屋:人狼寄り 旅:非村人 旅:人狼寄り 老:非村人 老:非人狼 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
109,98,2日目,パン屋オットー,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 青:非村人 青:霊能者寄り 青:非人狼 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:人狼寄り ,.,.,,,,
110,99,2日目,老人モーリッツ,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 青:非村人 青:霊能者寄り 青:非人狼 屋:非村人 屋:非霊能者 屋:人狼寄り 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:人狼寄り 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:人狼寄り ,.,.,,,,
111,100,2日目,羊飼いカタリナ,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 年:非村人 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 青:非村人 青:霊能者寄り 青:非人狼 屋:非村人 屋:非霊能者 屋:人狼寄り 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:人狼寄り ,.,.,,,,
112,101,2日目,宿屋の女主人レジーナ,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 書:非村人 書:非霊能者 書:人狼寄り 青:非村人 青:霊能者寄り 青:非人狼 屋:非村人 屋:非霊能者 屋:人狼寄り 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:人狼寄り ,.,.,,,,
113,102,2日目,木こりトーマス,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 青:非村人 青:霊能者寄り 青:非人狼 屋:非村人 屋:非霊能者 屋:人狼寄り 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:人狼寄り ,.,.,,,,
114,103,2日目,神父ジムゾン,白,Over,,.,.,,,,
115,104,2日目,旅人ニコラス,白,考察 ,兵:非村人 兵:非人狼 神:非村人 神:非人狼 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:人狼寄り 青:非村人 青:霊能者寄り 青:非人狼 屋:非村人 屋:非霊能者 屋:人狼寄り 商:非村人 商:非霊能者 商:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
116,105,2日目,羊飼いカタリナ,白,Over,,.,.,,,,
117,106,2日目,老人モーリッツ,白,Over,,.,.,,,,
118,107,2日目,パン屋オットー,白,Over,,.,.,,,,
119,108,2日目,旅人ニコラス,白,Over,,.,.,,,,
120,109,2日目,シスターフリーデル,白,Over,,.,.,,,,
121,110,2日目,司書クララ,白,ライン ,,.,.ライン:年修 ,,,,
