1,,プロローグ,老人モーリッツ,赤,人狼CO,老:人狼CO ,.,.,,,,
33,28,1日目,老人モーリッツ,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 樵:非村人 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:非村人 神:人狼寄り 書:非村人 書:非人狼 宿:非村人 宿:非霊能者 宿:人狼寄り 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:非霊能者 旅:人狼寄り 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
34,29,1日目,宿屋の女主人レジーナ,白,占い結果 ,老:人間,.,.,,,,
35,30,1日目,少年ペーター,,Skip,,.,.,,,,
36,31,1日目,老人モーリッツ,白,Over,,.,.,,,,
37,32,1日目,シスターフリーデル,白,希望 ,,吊り希望:旅.,.,,,,
38,33,1日目,行商人アルビン,白,希望 ,,吊り希望:旅.,.,,,,
39,34,1日目,少年ペーター,白,希望 ,,吊り希望:旅.,.,,,,
40,35,1日目,パン屋オットー,白,Over,,.,.,,,,
41,36,1日目,パン屋オットー,白,Over,,.,.,,,,
42,37,1日目,宿屋の女主人レジーナ,白,希望 ,,吊り希望:旅.,.,,,,
43,38,1日目,木こりトーマス,白,希望 ,,吊り希望:商.,.,,,,
44,39,1日目,負傷兵シモン,白,Over,,.,.,,,,
45,40,1日目,負傷兵シモン,白,Over,,.,.,,,,
46,41,1日目,旅人ニコラス,白,希望 ,,吊り希望:兵.,.,,,,
47,42,1日目,神父ジムゾン,白,希望 ,,吊り希望:商.,.,,,,
48,43,1日目,羊飼いカタリナ,白,希望 ,,吊り希望:旅.,.,,,,
49,44,1日目,司書クララ,白,希望 ,,吊り希望:屋.,.,,,,
50,45,1日目,老人モーリッツ,白,Over,,.,.,,,,
51,46,1日目,旅人ニコラス,白,考察 ,兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:非村人 神:非霊能者 神:人狼寄り 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 老:非村人 老:人狼寄り 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 商:非村人 商:非霊能者 商:人狼寄り 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
52,47,1日目,シスターフリーデル,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:非村人 神:非霊能者 神:人狼寄り 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 老:非村人 老:人狼寄り 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:人狼寄り 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 ,.,.,,,,
53,48,1日目,行商人アルビン,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:非村人 神:非霊能者 神:人狼寄り 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 老:非村人 老:人狼寄り 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:人狼寄り 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
54,49,1日目,羊飼いカタリナ,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:非村人 神:非霊能者 神:人狼寄り 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 老:非村人 老:人狼寄り 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:人狼寄り 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
55,50,1日目,少年ペーター,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:非村人 神:非霊能者 神:人狼寄り 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 老:非村人 老:人狼寄り 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:人狼寄り 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
56,51,1日目,宿屋の女主人レジーナ,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:非村人 神:非霊能者 神:人狼寄り 書:非村人 書:非霊能者 書:人狼寄り 老:非村人 老:非人狼 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:人狼寄り 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
57,52,1日目,神父ジムゾン,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 樵:非村人 樵:非人狼 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 老:非村人 老:人狼寄り 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:人狼寄り 旅:非村人 旅:非霊能者 旅:人狼寄り 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
58,53,1日目,木こりトーマス,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:非村人 神:非霊能者 神:人狼寄り 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 老:非村人 老:人狼寄り 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:人狼寄り 旅:非村人 旅:非霊能者 旅:人狼寄り 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
59,54,1日目,司書クララ,白,考察 ,兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:人狼寄り 樵:非村人 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 羊:非村人 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 羊:非人狼 年:非村人 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 年:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:非村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
60,55,1日目,羊飼いカタリナ,白,Over,,.,.,,,,
61,56,1日目,神父ジムゾン,白,Over,,.,.,,,,
62,57,1日目,少年ペーター,白,Over,,.,.,,,,
63,58,1日目,シスターフリーデル,白,Over,,.,.,,,,
64,59,1日目,宿屋の女主人レジーナ,白,Over,,.,.,,,,
65,60,1日目,司書クララ,白,Over,,.,.,,,,
66,61,1日目,旅人ニコラス,白,Over,,.,.,,,,
67,62,1日目,行商人アルビン,白,Over,,.,.,,,,
68,63,1日目,木こりトーマス,白,Over,,.,.,,,,
69,,1日目,投票,灰,投票,兵:樵 屋:樵 樵:商 羊:旅 年:旅 兵:樵 神:商 書:屋 宿:旅 老:樵 屋:樵 商:旅 旅:兵 老:樵 修:旅 ,.,.,,,,
70,,1日目,処刑結果,白,処刑結果,木こりトーマス,.,.,,,,
71,,1日目,老人モーリッツ,赤,襲撃希望 ,襲撃意思:神,.,.,,,,
72,,1日目,老人モーリッツ,赤,Over,,.,.,,,,
73,,1日目,老人モーリッツ,赤,Over,,.,.,,,,
74,,1日目,神父ジムゾン,灰,占い,神:兵:人間,.,.,,,,
75,,1日目,襲撃結果,白,襲撃結果,神父ジムゾン,.,.,,,,
76,64,2日目,旅人ニコラス,,Skip,,.,.,,,,
77,65,2日目,パン屋オットー,,Skip,,.,.,,,,
78,66,2日目,シスターフリーデル,,Skip,,.,.,,,,
79,67,2日目,少年ペーター,,Skip,,.,.,,,,
80,68,2日目,老人モーリッツ,白,占い結果 ,老:人間,.,.,,,,
81,69,2日目,宿屋の女主人レジーナ,白,占い結果 ,旅:人間,.,.,,,,
82,70,2日目,負傷兵シモン,,Skip,,.,.,,,,
83,71,2日目,行商人アルビン,,Skip,,.,.,,,,
84,72,2日目,パン屋オットー,白,希望 ,,吊り希望:旅.,.,,,,
85,73,2日目,老人モーリッツ,白,希望 ,,吊り希望:宿.,.,,,,
86,74,2日目,司書クララ,,Skip,,.,.,,,,
87,75,2日目,負傷兵シモン,白,希望 ,,吊り希望:旅.,.,,,,
88,76,2日目,羊飼いカタリナ,,Skip,,.,.,,,,
89,77,2日目,パン屋オットー,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 樵:非村人 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:非村人 神:非人狼 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 老:非村人 老:人狼寄り 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:人狼寄り 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
90,78,2日目,羊飼いカタリナ,白,希望 ,,吊り希望:旅.,.,,,,
91,79,2日目,シスターフリーデル,白,希望 ,,吊り希望:旅.,.,,,,
92,80,2日目,老人モーリッツ,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 樵:非村人 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:非村人 神:非人狼 書:非村人 書:非人狼 宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:人狼寄り 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:非霊能者 旅:人狼寄り 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
93,81,2日目,司書クララ,白,希望 ,,吊り希望:屋.,.,,,,
94,82,2日目,負傷兵シモン,白,考察 ,屋:非村人 屋:非霊能者 屋:人狼寄り 樵:非村人 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 神:非村人 神:非人狼 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 老:非村人 老:人狼寄り 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:人狼寄り 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
95,83,2日目,パン屋オットー,白,Over,,.,.,,,,
96,84,2日目,宿屋の女主人レジーナ,白,希望 ,,吊り希望:兵.,.,,,,
97,85,2日目,旅人ニコラス,白,希望 ,,吊り希望:兵.,.,,,,
98,86,2日目,行商人アルビン,白,希望 ,,吊り希望:旅.,.,,,,
99,87,2日目,老人モーリッツ,白,Over,,.,.,,,,
100,88,2日目,少年ペーター,白,希望 ,,吊り希望:旅.,.,,,,
101,89,2日目,負傷兵シモン,白,Over,,.,.,,,,
102,90,2日目,少年ペーター,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:非村人 神:非人狼 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 老:非村人 老:人狼寄り 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:人狼寄り 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
103,91,2日目,老人モーリッツ,白,Over,,.,.,,,,
104,92,2日目,宿屋の女主人レジーナ,白,考察 ,兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:非村人 神:非人狼 書:非村人 書:非霊能者 書:人狼寄り 老:非村人 老:非人狼 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
105,93,2日目,パン屋オットー,白,Over,,.,.,,,,
106,94,2日目,羊飼いカタリナ,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:非村人 神:非人狼 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 老:非村人 老:人狼寄り 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:人狼寄り 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
107,95,2日目,旅人ニコラス,白,考察 ,兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:非村人 神:非人狼 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 老:非村人 老:人狼寄り 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 商:非村人 商:非霊能者 商:人狼寄り 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
108,96,2日目,負傷兵シモン,白,Over,,.,.,,,,
109,97,2日目,司書クララ,白,考察 ,兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:人狼寄り 樵:非村人 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 羊:非村人 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 羊:非人狼 年:非村人 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 年:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
110,98,2日目,行商人アルビン,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:非村人 神:非人狼 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 老:非村人 老:人狼寄り 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:人狼寄り 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:非村人 修:非霊能者 修:人狼寄り ,.,.,,,,
111,99,2日目,シスターフリーデル,白,考察 ,兵:非村人 兵:非霊能者 兵:人狼寄り 屋:非村人 屋:非霊能者 屋:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 羊:非村人 羊:非霊能者 羊:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:非村人 神:非人狼 書:非村人 書:非霊能者 書:人狼寄り 宿:非村人 宿:非霊能者 宿:人狼寄り 老:非村人 老:人狼寄り 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 商:非村人 商:非霊能者 商:人狼寄り 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:人狼寄り 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 ,.,.,,,,
112,100,2日目,宿屋の女主人レジーナ,白,Over,,.,.,,,,
113,101,2日目,旅人ニコラス,白,Over,,.,.,,,,
114,102,2日目,シスターフリーデル,白,Over,,.,.,,,,
115,103,2日目,少年ペーター,白,Over,,.,.,,,,
116,104,2日目,羊飼いカタリナ,白,Over,,.,.,,,,
117,105,2日目,行商人アルビン,白,Over,,.,.,,,,
118,106,2日目,司書クララ,白,Over,,.,.,,,,
119,,2日目,投票,灰,投票,兵:旅 屋:旅 羊:旅 年:旅 兵:旅 書:屋 宿:兵 老:宿 屋:旅 商:旅 旅:兵 老:宿 修:旅 ,.,.,,,,
120,,2日目,処刑結果,白,処刑結果,旅人ニコラス,.,.,,,,
121,,2日目,老人モーリッツ,赤,襲撃希望 ,襲撃意思:宿,.,.,,,,
122,,2日目,老人モーリッツ,赤,Over,,.,.,,,,
123,,2日目,老人モーリッツ,赤,Over,,.,.,,,,
124,,2日目,襲撃結果,白,襲撃結果,宿屋の女主人レジーナ,.,.,,,,
125,107,3日目,司書クララ,,Skip,,.,.,,,,
126,108,3日目,シスターフリーデル,,Skip,,.,.,,,,
127,109,3日目,行商人アルビン,,Skip,,.,.,,,,
128,110,3日目,負傷兵シモン,,Skip,,.,.,,,,
129,111,3日目,パン屋オットー,,Skip,,.,.,,,,
130,112,3日目,老人モーリッツ,白,占い結果 ,老:人間,.,.,,,,
