1,,プロローグ,行商人アルビン,赤,人狼CO,商:人狼CO ,.,.,,,,
26,21,1日目,青年ヨアヒム,白,考察 ,妙:非村人 妙:非占い師 妙:非霊能者 妙:非狩人 妙:非狂人 妙:人狼寄り 者:非村人 者:非霊能者 者:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 年:村人寄り 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:人狼寄り 書:非村人 書:非霊能者 書:人狼寄り 商:非村人 商:人狼寄り 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 旅:非村人 旅:非霊能者 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:人狼寄り ,.,.,,,,
27,22,1日目,行商人アルビン,白,考察 ,妙:非村人 妙:非占い師 妙:非霊能者 妙:非狩人 妙:非狂人 妙:人狼寄り 者:非村人 者:非霊能者 者:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 年:村人寄り 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 書:非村人 書:非霊能者 書:人狼寄り 青:非村人 青:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 旅:非村人 旅:非霊能者 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:人狼寄り ,.,.,,,,
28,23,1日目,老人モーリッツ,,Skip,,.,.,,,,
29,24,1日目,少年ペーター,白,希望 ,,吊り希望:妙.,.,,,,
30,25,1日目,ならず者ディーター,,Skip,,.,.,,,,
31,26,1日目,木こりトーマス,,Skip,,.,.,,,,
32,27,1日目,司書クララ,,Skip,,.,.,,,,
33,28,1日目,少年ペーター,白,考察 ,妙:非村人 妙:非占い師 妙:非霊能者 妙:非狩人 妙:非狂人 妙:人狼寄り 者:非村人 者:非霊能者 者:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 書:非村人 書:非霊能者 書:人狼寄り 青:非村人 青:非霊能者 青:人狼寄り 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 商:非村人 商:人狼寄り 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 旅:非村人 旅:非霊能者 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:人狼寄り ,.,.,,,,
34,29,1日目,少女リーザ,,Skip,,.,.,,,,
35,30,1日目,旅人ニコラス,,Skip,,.,.,,,,
36,31,1日目,神父ジムゾン,白,希望 ,,吊り希望:妙.,.,,,,
37,32,1日目,行商人アルビン,白,Over,,.,.,,,,
38,33,1日目,司書クララ,白,希望 ,,吊り希望:年.,.,,,,
39,34,1日目,シスターフリーデル,白,希望 ,,吊り希望:妙.,.,,,,
40,35,1日目,少年ペーター,白,Over,,.,.,,,,
41,36,1日目,青年ヨアヒム,白,Over,,.,.,,,,
42,37,1日目,旅人ニコラス,白,希望 ,,吊り希望:妙.,.,,,,
43,38,1日目,少女リーザ,白,希望 ,,吊り希望:年.,.,,,,
44,39,1日目,ならず者ディーター,白,希望 ,,吊り希望:妙.,.,,,,
45,40,1日目,負傷兵シモン,白,希望 ,,吊り希望:妙.,.,,,,
46,41,1日目,青年ヨアヒム,白,Over,,.,.,,,,
47,42,1日目,行商人アルビン,白,Over,,.,.,,,,
48,43,1日目,老人モーリッツ,白,希望 ,,吊り希望:妙.,.,,,,
49,44,1日目,木こりトーマス,白,希望 ,,吊り希望:妙.,.,,,,
50,45,1日目,少年ペーター,白,Over,,.,.,,,,
51,46,1日目,老人モーリッツ,白,考察 ,妙:非村人 妙:非占い師 妙:非霊能者 妙:非狩人 妙:非狂人 妙:人狼寄り 者:非村人 者:非霊能者 者:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 年:村人寄り 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 書:非村人 書:非霊能者 書:人狼寄り 青:非村人 青:非霊能者 青:人狼寄り 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 商:非村人 商:人狼寄り 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 旅:非村人 旅:非霊能者 旅:人狼寄り 修:非村人 修:非占い師 修:人狼寄り ,.,.,,,,
52,47,1日目,シスターフリーデル,白,考察 ,妙:非村人 妙:非占い師 妙:非霊能者 妙:非狩人 妙:非狂人 妙:人狼寄り 者:非村人 者:非霊能者 者:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 年:村人寄り 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 書:非村人 書:非霊能者 書:人狼寄り 青:非村人 青:非霊能者 青:人狼寄り 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 商:非村人 商:人狼寄り 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 旅:非村人 旅:非霊能者 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り ,.,.,,,,
53,48,1日目,司書クララ,白,考察 ,年:非村人 ,.,.,,,,
54,49,1日目,負傷兵シモン,白,考察 ,妙:非村人 妙:占い師 妙:霊能者 妙:狩人 妙:狂人 妙:人狼 者:村人 者:占い師 者:霊能者 者:狩人 者:狂人 者:人狼 樵:村人 樵:非占い師 樵:霊能者 樵:狩人 樵:狂人 樵:人狼 年:非村人 年:占い師 年:霊能者 年:狩人 年:狂人 年:人狼 年:村人 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 年:人狼 神:村人 神:占い師 神:霊能者 神:狩人 神:狂人 神:人狼 書:村人 書:非占い師 書:霊能者 書:狩人 書:狂人 書:人狼 青:村人 青:占い師 青:霊能者 青:狩人 青:狂人 青:人狼 青:村人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:人狼 商:村人 商:占い師 商:霊能者 商:狩人 商:狂人 商:人狼 商:村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:人狼 旅:村人 旅:非占い師 旅:霊能者 旅:狩人 旅:狂人 旅:人狼 老:村人 老:非占い師 老:霊能者 老:狩人 老:狂人 老:人狼 修:村人 修:非占い師 修:霊能者 修:狩人 修:狂人 修:人狼 ,.,.,,,,
55,50,1日目,木こりトーマス,白,考察 ,妙:非村人 妙:非占い師 妙:非霊能者 妙:非狩人 妙:非狂人 妙:人狼寄り 者:非村人 者:非霊能者 者:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 年:村人寄り 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 書:非村人 書:非霊能者 書:人狼寄り 青:非村人 青:非霊能者 青:人狼寄り 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 商:非村人 商:人狼寄り 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 旅:非村人 旅:非霊能者 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非占い師 修:人狼寄り ,.,.,,,,
56,51,1日目,旅人ニコラス,白,考察 ,妙:非村人 妙:非占い師 妙:非霊能者 妙:非狩人 妙:非狂人 妙:人狼寄り 者:非村人 者:非霊能者 者:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 年:村人寄り 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 書:非村人 書:非霊能者 書:人狼寄り 青:非村人 青:非霊能者 青:人狼寄り 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 商:非村人 商:人狼寄り 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非占い師 修:人狼寄り ,.,.,,,,
57,52,1日目,少女リーザ,白,考察 ,者:村人 者:占い師 者:霊能者 者:狩人 者:狂人 者:人狼 樵:村人 樵:非占い師 樵:霊能者 樵:狩人 樵:狂人 樵:人狼 年:非村人 年:占い師 年:霊能者 年:狩人 年:狂人 年:人狼 年:村人 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 年:人狼 兵:村人 兵:非占い師 兵:霊能者 兵:狩人 兵:狂人 兵:人狼 神:村人 神:占い師 神:霊能者 神:狩人 神:狂人 神:人狼 書:村人 書:非占い師 書:霊能者 書:狩人 書:狂人 書:人狼 青:村人 青:非占い師 青:霊能者 青:狩人 青:狂人 青:人狼 青:村人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:人狼 商:村人 商:占い師 商:霊能者 商:狩人 商:狂人 商:人狼 商:村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:人狼 旅:村人 旅:非占い師 旅:霊能者 旅:狩人 旅:狂人 旅:人狼 老:村人 老:非占い師 老:霊能者 老:狩人 老:狂人 老:人狼 修:非村人 修:占い師 修:霊能者 修:狩人 修:狂人 修:人狼 ,.,.,,,,
58,53,1日目,神父ジムゾン,白,考察 ,妙:非村人 妙:非占い師 妙:非霊能者 妙:非狩人 妙:非狂人 妙:人狼寄り 者:非村人 者:非人狼 樵:非村人 樵:非霊能者 樵:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 年:村人寄り 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 兵:非村人 兵:非霊能者 兵:人狼寄り 書:非村人 書:非霊能者 書:人狼寄り 青:非村人 青:非霊能者 青:人狼寄り 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 商:非村人 商:人狼寄り 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 旅:非村人 旅:非霊能者 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非占い師 修:人狼寄り ,.,.,,,,
59,54,1日目,ならず者ディーター,白,考察 ,妙:非村人 妙:非占い師 妙:非霊能者 妙:非狩人 妙:非狂人 妙:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 年:村人寄り 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非霊能者 神:人狼寄り 書:非村人 書:非霊能者 書:人狼寄り 青:非村人 青:非霊能者 青:人狼寄り 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 商:非村人 商:人狼寄り 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 旅:非村人 旅:非霊能者 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非占い師 修:人狼寄り ,.,.,,,,
60,55,1日目,旅人ニコラス,白,Over,,.,.,,,,
61,56,1日目,木こりトーマス,白,Over,,.,.,,,,
62,57,1日目,シスターフリーデル,白,Over,,.,.,,,,
63,58,1日目,ならず者ディーター,白,Over,,.,.,,,,
64,59,1日目,老人モーリッツ,白,Over,,.,.,,,,
65,60,1日目,負傷兵シモン,白,Over,,.,.,,,,
66,61,1日目,少女リーザ,白,Over,,.,.,,,,
67,62,1日目,神父ジムゾン,白,Over,,.,.,,,,
68,63,1日目,司書クララ,白,Over,,.,.,,,,
69,,1日目,投票,灰,投票,妙:年 者:妙 樵:妙 年:妙 年:妙 兵:妙 神:妙 書:年 青:妙 青:妙 商:妙 商:妙 旅:妙 老:妙 修:妙 ,.,.,,,,
70,,1日目,処刑結果,白,処刑結果,少女リーザ,.,.,,,,
71,,1日目,行商人アルビン,赤,襲撃希望 ,襲撃意思:神,.,.,,,,
72,,1日目,行商人アルビン,赤,Over,,.,.,,,,
73,,1日目,行商人アルビン,赤,Over,,.,.,,,,
74,,1日目,神父ジムゾン,灰,占い,神:商:人狼,.,.,,,,
75,,1日目,狩人,灰,狩人,旅:修,.,.,,,,
76,,1日目,襲撃結果,白,襲撃結果,神父ジムゾン,.,.,,,,
77,64,2日目,行商人アルビン,白,占い結果 ,書:人間,.,.,,,,
78,65,2日目,青年ヨアヒム,,Skip,,.,.,,,,
79,66,2日目,青年ヨアヒム,白,希望 ,,吊り希望:妙.,.,,,,
80,67,2日目,司書クララ,,Skip,,.,.,,,,
81,68,2日目,老人モーリッツ,,Skip,,.,.,,,,
82,69,2日目,木こりトーマス,,Skip,,.,.,,,,
83,70,2日目,ならず者ディーター,,Skip,,.,.,,,,
84,71,2日目,少年ペーター,,Skip,,.,.,,,,
85,72,2日目,シスターフリーデル,白,霊能結果 ,妙:人狼,.,.,,,,
86,73,2日目,負傷兵シモン,,Skip,,.,.,,,,
87,74,2日目,旅人ニコラス,,Skip,,.,.,,,,
88,75,2日目,行商人アルビン,白,希望 ,,吊り希望:妙.,.,,,,
89,76,2日目,少年ペーター,白,希望 ,,吊り希望:妙.,.,,,,
90,77,2日目,青年ヨアヒム,白,考察 ,妙:非村人 妙:非占い師 妙:非霊能者 妙:非狩人 妙:非狂人 妙:人狼 者:非村人 者:非霊能者 者:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 年:村人寄り 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非人狼 書:非村人 書:非霊能者 書:人狼寄り 商:非村人 商:人狼寄り 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 旅:非村人 旅:非霊能者 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:人狼寄り ,.,.,,,,
91,78,2日目,行商人アルビン,白,考察 ,妙:非村人 妙:非占い師 妙:非霊能者 妙:非狩人 妙:非狂人 妙:人狼 者:非村人 者:非霊能者 者:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 年:村人寄り 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非人狼 書:非村人 書:非人狼 青:非村人 青:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 旅:非村人 旅:非霊能者 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:人狼寄り ,.,.,,,,
92,79,2日目,行商人アルビン,白,Over,,.,.,,,,
93,80,2日目,司書クララ,白,希望 ,,吊り希望:年.,.,,,,
94,81,2日目,負傷兵シモン,白,希望 ,,吊り希望:妙.,.,,,,
95,82,2日目,木こりトーマス,白,希望 ,,吊り希望:妙.,.,,,,
96,83,2日目,少年ペーター,白,考察 ,妙:非村人 妙:非占い師 妙:非霊能者 妙:非狩人 妙:非狂人 妙:人狼 者:非村人 者:非霊能者 者:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非人狼 書:非村人 書:非霊能者 書:人狼寄り 青:非村人 青:非霊能者 青:人狼寄り 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 商:非村人 商:人狼寄り 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 旅:非村人 旅:非霊能者 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:人狼寄り ,.,.,,,,
97,84,2日目,旅人ニコラス,白,希望 ,,吊り希望:妙.,.,,,,
98,85,2日目,ならず者ディーター,白,希望 ,,吊り希望:妙.,.,,,,
99,86,2日目,老人モーリッツ,白,希望 ,,吊り希望:妙.,.,,,,
100,87,2日目,シスターフリーデル,白,希望 ,,吊り希望:妙.,.,,,,
101,88,2日目,少年ペーター,白,Over,,.,.,,,,
102,89,2日目,青年ヨアヒム,白,Over,,.,.,,,,
103,90,2日目,シスターフリーデル,白,考察 ,妙:非村人 妙:非占い師 妙:非霊能者 妙:非狩人 妙:非狂人 妙:人狼 者:非村人 者:非霊能者 者:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 年:村人寄り 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非人狼 書:非村人 書:非霊能者 書:人狼寄り 青:非村人 青:非霊能者 青:人狼寄り 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 商:非村人 商:人狼寄り 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 旅:非村人 旅:非霊能者 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り ,.,.,,,,
104,91,2日目,少年ペーター,白,Over,,.,.,,,,
105,92,2日目,司書クララ,白,考察 ,年:非村人 年:人狼 神:非人狼 ,.,.,,,,
106,93,2日目,青年ヨアヒム,白,Over,,.,.,,,,
107,94,2日目,負傷兵シモン,白,考察 ,妙:非村人 妙:非占い師 妙:非霊能者 妙:非狩人 妙:非狂人 妙:人狼 者:村人 者:占い師 者:霊能者 者:狩人 者:狂人 者:人狼 樵:村人 樵:非占い師 樵:霊能者 樵:狩人 樵:狂人 樵:人狼 年:非村人 年:占い師 年:霊能者 年:狩人 年:狂人 年:人狼 年:村人 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 年:人狼 神:村人 神:占い師 神:霊能者 神:狩人 神:狂人 神:非人狼 書:村人 書:占い師 書:霊能者 書:狩人 書:狂人 書:人狼 青:村人 青:占い師 青:霊能者 青:狩人 青:狂人 青:人狼 青:村人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:人狼 商:村人 商:占い師 商:霊能者 商:狩人 商:狂人 商:人狼 商:村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:人狼 旅:村人 旅:非占い師 旅:霊能者 旅:狩人 旅:狂人 旅:人狼 老:村人 老:非占い師 老:霊能者 老:狩人 老:狂人 老:人狼 修:村人 修:非占い師 修:霊能者 修:狩人 修:狂人 修:人狼 ,.,.,,,,
108,95,2日目,老人モーリッツ,白,考察 ,妙:非村人 妙:非占い師 妙:非霊能者 妙:非狩人 妙:非狂人 妙:人狼寄り 者:非村人 者:非霊能者 者:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 年:村人寄り 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非人狼 書:非村人 書:非霊能者 書:人狼寄り 青:非村人 青:非霊能者 青:人狼寄り 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 商:非村人 商:人狼寄り 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 旅:非村人 旅:非霊能者 旅:人狼寄り 修:非村人 修:非占い師 修:人狼寄り ,.,.,,,,
109,96,2日目,旅人ニコラス,白,考察 ,妙:非村人 妙:非占い師 妙:非霊能者 妙:非狩人 妙:非狂人 妙:人狼寄り 者:非村人 者:非霊能者 者:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 年:村人寄り 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非人狼 書:非村人 書:非霊能者 書:人狼寄り 青:非村人 青:非霊能者 青:人狼寄り 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 商:非村人 商:人狼寄り 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非占い師 修:人狼寄り ,.,.,,,,
110,97,2日目,ならず者ディーター,白,考察 ,妙:非村人 妙:非占い師 妙:非霊能者 妙:非狩人 妙:非狂人 妙:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 年:村人寄り 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非人狼 書:非村人 書:非霊能者 書:人狼寄り 青:非村人 青:非霊能者 青:人狼寄り 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 商:非村人 商:人狼寄り 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 旅:非村人 旅:非霊能者 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非占い師 修:人狼寄り ,.,.,,,,
111,98,2日目,木こりトーマス,白,考察 ,妙:非村人 妙:非占い師 妙:非霊能者 妙:非狩人 妙:非狂人 妙:人狼寄り 者:非村人 者:非霊能者 者:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 年:村人寄り 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非人狼 書:非村人 書:非霊能者 書:人狼寄り 青:非村人 青:非霊能者 青:人狼寄り 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 商:非村人 商:人狼寄り 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 旅:非村人 旅:非霊能者 旅:人狼寄り 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非占い師 修:人狼寄り ,.,.,,,,
112,99,2日目,行商人アルビン,白,Over,,.,.,,,,
113,100,2日目,シスターフリーデル,白,Over,,.,.,,,,
114,101,2日目,旅人ニコラス,白,Over,,.,.,,,,
115,102,2日目,負傷兵シモン,白,Over,,.,.,,,,
116,103,2日目,老人モーリッツ,白,Over,,.,.,,,,
117,104,2日目,司書クララ,白,Over,,.,.,,,,
118,105,2日目,木こりトーマス,白,Over,,.,.,,,,
119,106,2日目,ならず者ディーター,白,Over,,.,.,,,,
120,,2日目,投票,灰,投票,者:年 樵:年 年:兵 年:兵 兵:年 書:年 青:年 青:年 商:年 商:年 旅:年 老:年 修:年 ,.,.,,,,
121,,2日目,処刑結果,白,処刑結果,少年ペーター,.,.,,,,
122,,2日目,行商人アルビン,赤,襲撃希望 ,襲撃意思:修,.,.,,,,
123,,2日目,行商人アルビン,赤,Over,,.,.,,,,
124,,2日目,行商人アルビン,赤,Over,,.,.,,,,
125,,2日目,狩人,灰,狩人,旅:修,.,.,,,,
126,,2日目,襲撃結果,白,襲撃結果,失敗,.,.,,,,
127,107,3日目,負傷兵シモン,,Skip,,.,.,,,,
128,108,3日目,旅人ニコラス,白,CO 護衛結果 ,旅:狩人CO 護衛結果:シスターフリーデル,.,.,,,,
129,109,3日目,行商人アルビン,白,占い結果 ,青:人間,.,.,,,,
130,110,3日目,老人モーリッツ,,Skip,,.,.,,,,
131,111,3日目,木こりトーマス,,Skip,,.,.,,,,
132,112,3日目,ならず者ディーター,,Skip,,.,.,,,,
133,113,3日目,行商人アルビン,白,希望 ,,吊り希望:妙.,.,,,,
134,114,3日目,司書クララ,,Skip,,.,.,,,,
135,115,3日目,シスターフリーデル,白,霊能結果 ,年:人狼,.,.,,,,
136,116,3日目,青年ヨアヒム,,Skip,,.,.,,,,
137,117,3日目,青年ヨアヒム,白,希望 ,,吊り希望:妙.,.,,,,
138,118,3日目,負傷兵シモン,白,希望 ,,吊り希望:妙.,.,,,,
139,119,3日目,青年ヨアヒム,白,考察 ,妙:非村人 妙:非占い師 妙:非霊能者 妙:非狩人 妙:非狂人 妙:人狼 者:非村人 者:非霊能者 者:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 年:村人寄り 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非人狼 書:非村人 書:非霊能者 書:人狼寄り 商:非村人 商:人狼寄り 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 旅:非村人 旅:非占い師 旅:非霊能者 旅:狩人寄り 旅:非狂人 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非人狼 ,.,.,,,,
140,120,3日目,旅人ニコラス,白,希望 ,,吊り希望:妙.,.,,,,
141,121,3日目,青年ヨアヒム,白,Over,,.,.,,,,
142,122,3日目,司書クララ,白,希望 ,,吊り希望:妙.,.,,,,
143,123,3日目,シスターフリーデル,白,希望 ,,吊り希望:妙.,.,,,,
144,124,3日目,ならず者ディーター,白,希望 ,,吊り希望:妙.,.,,,,
145,125,3日目,木こりトーマス,白,希望 ,,吊り希望:妙.,.,,,,
146,126,3日目,行商人アルビン,白,考察 ,妙:非村人 妙:非占い師 妙:非霊能者 妙:非狩人 妙:非狂人 妙:人狼 者:非村人 者:非霊能者 者:人狼寄り 樵:非村人 樵:非霊能者 樵:人狼寄り 年:非村人 年:非霊能者 年:人狼寄り 年:村人寄り 年:非占い師 年:非霊能者 年:非狩人 年:非狂人 兵:非村人 兵:非霊能者 兵:人狼寄り 神:非村人 神:非人狼 書:非村人 書:非人狼 青:非村人 青:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 旅:非村人 旅:非占い師 旅:非霊能者 旅:狩人寄り 旅:非狂人 老:非村人 老:非霊能者 老:人狼寄り 修:非村人 修:非人狼 ,.,.,,,,
