1,,プロローグ,宿屋の女主人レジーナ,赤,人狼CO,宿:人狼CO ,.,.,,,,
19,16,1日目,負傷兵シモン,白,希望 ,,吊り希望:旅.,.,,,,
20,17,1日目,行商人アルビン,白,Over,,.,.,,,,
21,18,1日目,行商人アルビン,白,Over,,.,.,,,,
22,19,1日目,老人モーリッツ,,Skip,,.,.,,,,
23,20,1日目,負傷兵シモン,白,考察 ,商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 樵:村人寄り 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:人狼寄り 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:人狼寄り 修:村人寄り 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
24,21,1日目,司書クララ,,Skip,,.,.,,,,
25,22,1日目,パン屋オットー,,Skip,,.,.,,,,
26,23,1日目,旅人ニコラス,,Skip,,.,.,,,,
27,24,1日目,青年ヨアヒム,,Skip,,.,.,,,,
28,25,1日目,行商人アルビン,白,Over,,.,.,,,,
29,26,1日目,行商人アルビン,白,Over,,.,.,,,,
30,27,1日目,神父ジムゾン,,Skip,,.,.,,,,
31,28,1日目,シスターフリーデル,,Skip,,.,.,,,,
32,29,1日目,宿屋の女主人レジーナ,白,占い結果 ,兵:人狼,.,.,,,,
33,30,1日目,木こりトーマス,,Skip,,.,.,,,,
34,31,1日目,シスターフリーデル,白,希望 ,,吊り希望:兵.,.,,,,
35,32,1日目,木こりトーマス,白,希望 ,,吊り希望:老.,.,,,,
36,33,1日目,負傷兵シモン,白,Over,,.,.,,,,
37,34,1日目,司書クララ,白,希望 ,,吊り希望:老.,.,,,,
38,35,1日目,青年ヨアヒム,白,希望 ,,吊り希望:老.,.,,,,
39,36,1日目,パン屋オットー,白,希望 ,,吊り希望:老.,.,,,,
40,37,1日目,旅人ニコラス,白,希望 ,,吊り希望:老.,.,,,,
41,38,1日目,神父ジムゾン,白,希望 ,,吊り希望:老.,.,,,,
42,39,1日目,負傷兵シモン,白,Over,,.,.,,,,
43,40,1日目,老人モーリッツ,白,希望 ,,吊り希望:兵.,.,,,,
44,41,1日目,宿屋の女主人レジーナ,白,希望 ,,吊り希望:兵.,.,,,,
45,42,1日目,神父ジムゾン,白,考察 ,商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 樵:村人寄り 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:村人寄り 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:人狼寄り 修:村人寄り 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
46,43,1日目,パン屋オットー,白,考察 ,商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 樵:村人寄り 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:村人寄り 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:人狼寄り 修:村人寄り 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
47,44,1日目,シスターフリーデル,白,考察 ,商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:人狼 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 商:村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 商:村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 兵:村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 ,.,.,,,,
48,45,1日目,木こりトーマス,白,考察 ,商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:非村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:非村人 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:非村人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
49,46,1日目,旅人ニコラス,白,考察 ,商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 樵:村人寄り 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:人狼寄り 修:村人寄り 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
50,47,1日目,司書クララ,白,考察 ,商:村人寄り 商:人狼寄り 兵:非村人 兵:霊能者寄り 兵:人狼寄り 樵:村人寄り 樵:人狼寄り 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:村人寄り 神:人狼寄り 宿:村人寄り 宿:人狼寄り 青:村人寄り 青:人狼寄り 屋:村人寄り 屋:霊能者寄り 屋:人狼寄り 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 旅:村人寄り 旅:人狼寄り 老:非村人 老:人狼寄り 修:村人寄り 修:人狼寄り ,.,.,,,,
51,48,1日目,宿屋の女主人レジーナ,白,考察 ,商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:人狼 樵:村人寄り 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:村人寄り 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
52,49,1日目,老人モーリッツ,白,考察 ,商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:人狼寄り 樵:村人寄り 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:村人寄り 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 修:村人寄り 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
53,50,1日目,青年ヨアヒム,白,考察 ,商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 樵:村人寄り 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:村人寄り 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:人狼寄り 修:村人寄り 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
54,51,1日目,青年ヨアヒム,白,Over,,.,.,,,,
55,52,1日目,シスターフリーデル,白,Over,,.,.,,,,
56,53,1日目,宿屋の女主人レジーナ,白,Over,,.,.,,,,
57,54,1日目,司書クララ,白,Over,,.,.,,,,
58,55,1日目,パン屋オットー,白,Over,,.,.,,,,
59,56,1日目,老人モーリッツ,白,Over,,.,.,,,,
60,57,1日目,旅人ニコラス,白,Over,,.,.,,,,
61,58,1日目,神父ジムゾン,白,Over,,.,.,,,,
62,59,1日目,木こりトーマス,白,Over,,.,.,,,,
63,,1日目,投票,灰,投票,商:樵 兵:旅 樵:老 商:樵 商:樵 兵:旅 神:老 書:老 宿:兵 青:老 屋:老 商:樵 旅:老 老:兵 修:兵 ,.,.,,,,
64,,1日目,処刑結果,白,処刑結果,老人モーリッツ,.,.,,,,
65,,1日目,宿屋の女主人レジーナ,赤,襲撃希望 ,襲撃意思:兵,.,.,,,,
66,,1日目,宿屋の女主人レジーナ,赤,Over,,.,.,,,,
67,,1日目,パン屋オットー,灰,霊能,屋:老:人間,.,.,,,,
68,,1日目,狩人,灰,狩人,修:宿,.,.,,,,
69,,1日目,襲撃結果,白,襲撃結果,負傷兵シモン,.,.,,,,
70,60,2日目,青年ヨアヒム,,Skip,,.,.,,,,
71,61,2日目,旅人ニコラス,,Skip,,.,.,,,,
72,62,2日目,行商人アルビン,,Skip,,.,.,,,,
73,63,2日目,木こりトーマス,,Skip,,.,.,,,,
74,64,2日目,宿屋の女主人レジーナ,白,占い結果 ,商:人狼,.,.,,,,
75,65,2日目,行商人アルビン,白,希望 ,,吊り希望:旅.,.,,,,
76,66,2日目,シスターフリーデル,,Skip,,.,.,,,,
77,67,2日目,神父ジムゾン,,Skip,,.,.,,,,
78,68,2日目,行商人アルビン,白,考察 ,兵:非村人 兵:非占い師 兵:非狩人 兵:非狂人 兵:非人狼 樵:村人寄り 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:人狼寄り 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:人狼寄り 修:村人寄り 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
79,69,2日目,パン屋オットー,白,霊能結果 ,老:人間,.,.,,,,
80,70,2日目,司書クララ,,Skip,,.,.,,,,
81,71,2日目,行商人アルビン,白,Over,,.,.,,,,
82,72,2日目,神父ジムゾン,白,希望 ,,吊り希望:商.,.,,,,
83,73,2日目,行商人アルビン,白,Over,,.,.,,,,
84,74,2日目,パン屋オットー,白,希望 ,,吊り希望:商.,.,,,,
85,75,2日目,行商人アルビン,白,Over,,.,.,,,,
86,76,2日目,司書クララ,白,希望 ,,吊り希望:商.,.,,,,
87,77,2日目,旅人ニコラス,白,希望 ,,吊り希望:商.,.,,,,
88,78,2日目,木こりトーマス,白,希望 ,,吊り希望:商.,.,,,,
89,79,2日目,行商人アルビン,白,Over,,.,.,,,,
90,80,2日目,シスターフリーデル,白,希望 ,,吊り希望:商.,.,,,,
91,81,2日目,宿屋の女主人レジーナ,白,希望 ,,吊り希望:商.,.,,,,
92,82,2日目,青年ヨアヒム,白,希望 ,,吊り希望:商.,.,,,,
93,83,2日目,旅人ニコラス,白,考察 ,商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:人狼寄り 兵:非村人 兵:非占い師 兵:霊能者寄り 兵:非狩人 兵:非狂人 兵:非人狼 樵:村人寄り 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:人狼寄り 修:村人寄り 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
94,84,2日目,パン屋オットー,白,考察 ,商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:人狼寄り 兵:非村人 兵:非占い師 兵:霊能者寄り 兵:非狩人 兵:非狂人 兵:非人狼 樵:村人寄り 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:村人寄り 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:村人寄り 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
95,85,2日目,宿屋の女主人レジーナ,白,考察 ,商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:人狼 樵:村人寄り 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:村人寄り 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
96,86,2日目,木こりトーマス,白,考察 ,商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:非村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:非村人 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:非村人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
97,87,2日目,神父ジムゾン,白,考察 ,商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:人狼寄り 兵:村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 樵:村人寄り 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:村人寄り 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:人狼寄り 修:村人寄り 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
