1,,プロローグ,老人モーリッツ,赤,人狼CO,老:人狼CO ,.,.,,,,
52,47,1日目,旅人ニコラス,白,考察 ,樵:非村人 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:非村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:非村人 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:非村人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
53,48,1日目,青年ヨアヒム,白,考察 ,樵:村人寄り 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 樵:村人寄り 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 樵:村人寄り 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:人狼寄り 修:村人寄り 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:村人寄り 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:村人寄り 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
54,49,1日目,神父ジムゾン,白,考察 ,樵:非村人 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 書:非村人 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:非村人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
55,50,1日目,行商人アルビン,白,考察 ,樵:村人寄り 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 樵:村人寄り 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 樵:村人寄り 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:人狼寄り 修:村人寄り 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 旅:村人寄り 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:村人寄り 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
56,51,1日目,宿屋の女主人レジーナ,白,考察 ,樵:非村人 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:非村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:非村人 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 青:非村人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
57,52,1日目,青年ヨアヒム,白,Over,,.,.,,,,
58,53,1日目,宿屋の女主人レジーナ,白,Over,,.,.,,,,
59,54,1日目,負傷兵シモン,白,Over,,.,.,,,,
60,55,1日目,行商人アルビン,白,Over,,.,.,,,,
61,56,1日目,老人モーリッツ,白,Over,,.,.,,,,
62,57,1日目,神父ジムゾン,白,Over,,.,.,,,,
63,58,1日目,旅人ニコラス,白,Over,,.,.,,,,
64,59,1日目,司書クララ,白,Over,,.,.,,,,
65,,1日目,投票,灰,投票,樵:青 樵:青 樵:青 屋:修 修:青 兵:屋 神:屋 書:青 宿:屋 青:屋 屋:修 商:屋 旅:青 老:青 修:青 ,.,.,,,,
66,,1日目,処刑結果,白,処刑結果,青年ヨアヒム,.,.,,,,
67,,1日目,老人モーリッツ,赤,襲撃希望 ,襲撃意思:屋,.,.,,,,
68,,1日目,老人モーリッツ,赤,Over,,.,.,,,,
69,,1日目,パン屋オットー,灰,占い,屋:樵:人間,.,.,,,,
70,,1日目,パン屋オットー,灰,占い,屋:書:人間,.,.,,,,
71,,1日目,狩人,灰,狩人,旅:老,.,.,,,,
72,,1日目,襲撃結果,白,襲撃結果,パン屋オットー,.,.,,,,
73,60,2日目,木こりトーマス,,Skip,,.,.,,,,
74,61,2日目,老人モーリッツ,白,霊能結果 ,青:人狼,.,.,,,,
75,62,2日目,シスターフリーデル,,Skip,,.,.,,,,
76,63,2日目,神父ジムゾン,,Skip,,.,.,,,,
77,64,2日目,旅人ニコラス,,Skip,,.,.,,,,
78,65,2日目,木こりトーマス,白,希望 ,,吊り希望:修.,.,,,,
79,66,2日目,シスターフリーデル,白,希望 ,,吊り希望:宿.,.,,,,
80,67,2日目,司書クララ,,Skip,,.,.,,,,
81,68,2日目,負傷兵シモン,,Skip,,.,.,,,,
82,69,2日目,木こりトーマス,白,考察 ,屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:非村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:非村人 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:非村人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:人狼 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
83,70,2日目,行商人アルビン,,Skip,,.,.,,,,
84,71,2日目,宿屋の女主人レジーナ,,Skip,,.,.,,,,
85,72,2日目,シスターフリーデル,白,考察 ,樵:村人 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:人狼寄り 樵:村人 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 樵:村人 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 屋:非村人 屋:占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 兵:村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:人狼寄り 神:村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:人狼寄り 書:村人 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:人狼寄り 宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:人狼 青:非村人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:人狼 屋:村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:人狼寄り 老:村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:人狼寄り ,.,.,,,,
86,73,2日目,木こりトーマス,白,Over,,.,.,,,,
87,74,2日目,老人モーリッツ,白,希望 ,,吊り希望:樵.,.,,,,
88,75,2日目,旅人ニコラス,白,希望 ,,吊り希望:樵.,.,,,,
89,76,2日目,宿屋の女主人レジーナ,白,希望 ,,吊り希望:樵.,.,,,,
90,77,2日目,司書クララ,白,希望 ,,吊り希望:樵.,.,,,,
91,78,2日目,木こりトーマス,白,Over,,.,.,,,,
92,79,2日目,木こりトーマス,白,Over,,.,.,,,,
93,80,2日目,神父ジムゾン,白,希望 ,,吊り希望:樵.,.,,,,
94,81,2日目,行商人アルビン,白,希望 ,,吊り希望:樵.,.,,,,
95,82,2日目,負傷兵シモン,白,希望 ,,吊り希望:樵.,.,,,,
96,83,2日目,シスターフリーデル,白,Over,,.,.,,,,
97,84,2日目,旅人ニコラス,白,考察 ,樵:非村人 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:非村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:非村人 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:非村人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
98,85,2日目,司書クララ,白,考察 ,樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:人狼 樵:村人 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:村人 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 屋:非村人 屋:占い師 屋:非人狼 修:非占い師 修:人狼 兵:非占い師 兵:人狼 神:非占い師 神:人狼 宿:非占い師 宿:人狼 青:非村人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:人狼 屋:村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 商:非占い師 旅:非占い師 旅:人狼 老:非占い師 修:村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 ,.,.,,,,
99,86,2日目,老人モーリッツ,白,考察 ,樵:非村人 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:非村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:非村人 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:非村人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:人狼 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
100,87,2日目,行商人アルビン,白,考察 ,樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:村人寄り 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 樵:村人寄り 樵:非占い師 樵:非霊能者 樵:非狩人 樵:非狂人 樵:非人狼 屋:非村人 屋:占い師寄り 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 修:村人寄り 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 旅:村人寄り 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:村人寄り 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
101,88,2日目,シスターフリーデル,白,Over,,.,.,,,,
