1,,プロローグ,負傷兵シモン,赤,人狼CO,兵:人狼CO ,.,.,,,,
48,45,1日目,パン屋オットー,白,考察 ,宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 羊:村人寄り 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 羊:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 商:村人寄り 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:村人寄り 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:人狼寄り ,.,.,,,,
49,46,1日目,羊飼いカタリナ,白,考察 ,宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:非村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:非村人 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:非村人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 ,.,.,,,,
50,47,1日目,青年ヨアヒム,白,考察 ,宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 羊:非村人 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 羊:非人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:非村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:非村人 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 ,.,.,,,,
51,48,1日目,旅人ニコラス,白,考察 ,宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 羊:村人寄り 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 羊:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:人狼寄り ,.,.,,,,
52,49,1日目,負傷兵シモン,白,考察 ,宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 羊:非村人 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 羊:非人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 神:非村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:非村人 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:非村人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 ,.,.,,,,
53,50,1日目,司書クララ,白,考察 ,宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 ,.,.,,,,
54,51,1日目,司書クララ,白,Over,,.,.,,,,
55,52,1日目,負傷兵シモン,白,Over,,.,.,,,,
56,53,1日目,パン屋オットー,白,Over,,.,.,,,,
57,54,1日目,シスターフリーデル,白,Over,,.,.,,,,
58,55,1日目,青年ヨアヒム,白,Over,,.,.,,,,
59,56,1日目,行商人アルビン,白,Over,,.,.,,,,
60,57,1日目,神父ジムゾン,白,Over,,.,.,,,,
61,58,1日目,旅人ニコラス,白,Over,,.,.,,,,
62,59,1日目,羊飼いカタリナ,白,Over,,.,.,,,,
63,,1日目,投票,灰,投票,宿:商 老:商 老:商 羊:修 宿:商 兵:修 神:宿 書:羊 宿:商 青:修 屋:修 商:修 旅:修 老:商 修:旅 ,.,.,,,,
64,,1日目,処刑結果,白,処刑結果,シスターフリーデル,.,.,,,,
65,,1日目,負傷兵シモン,赤,襲撃希望 ,襲撃意思:老,.,.,,,,
66,,1日目,負傷兵シモン,赤,Over,,.,.,,,,
67,,1日目,老人モーリッツ,灰,霊能,老:修:人間,.,.,,,,
68,,1日目,老人モーリッツ,灰,霊能,老:修:人間,.,.,,,,
69,,1日目,老人モーリッツ,灰,霊能,老:修:人間,.,.,,,,
70,,1日目,狩人,灰,狩人,宿:老,.,.,,,,
71,,1日目,狩人,灰,狩人,宿:老,.,.,,,,
72,,1日目,狩人,灰,狩人,宿:老,.,.,,,,
73,,1日目,襲撃結果,白,襲撃結果,失敗,.,.,,,,
74,60,2日目,青年ヨアヒム,,Skip,,.,.,,,,
75,61,2日目,宿屋の女主人レジーナ,白,CO 護衛結果 ,宿:狩人CO 護衛結果:老人モーリッツ,.,.,,,,
76,62,2日目,老人モーリッツ,白,霊能結果 ,修:人間,.,.,,,,
77,63,2日目,司書クララ,,Skip,,.,.,,,,
78,64,2日目,パン屋オットー,,Skip,,.,.,,,,
79,65,2日目,旅人ニコラス,白,霊能結果 ,修:人間,.,.,,,,
80,66,2日目,羊飼いカタリナ,,Skip,,.,.,,,,
81,67,2日目,宿屋の女主人レジーナ,白,希望 ,,吊り希望:商.,.,,,,
82,68,2日目,負傷兵シモン,白,霊能結果 ,修:人狼,.,.,,,,
83,69,2日目,行商人アルビン,,Skip,,.,.,,,,
84,70,2日目,神父ジムゾン,,Skip,,.,.,,,,
85,71,2日目,宿屋の女主人レジーナ,白,考察 ,老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 羊:村人寄り 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 羊:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:非村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:人狼寄り 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:人狼寄り ,.,.,,,,
86,72,2日目,老人モーリッツ,白,希望 ,,吊り希望:商.,.,,,,
87,73,2日目,老人モーリッツ,白,考察 ,宿:非村人 宿:非霊能者 宿:人狼 羊:非村人 羊:非霊能者 羊:人狼 宿:村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 兵:非村人 兵:人狼 神:非村人 神:非霊能者 神:人狼 書:非村人 書:非霊能者 書:人狼 宿:村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 青:非村人 青:非霊能者 青:人狼 屋:非村人 屋:非霊能者 屋:人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:人狼 旅:非村人 旅:人狼 修:非村人 修:非霊能者 修:狩人 修:狂人 修:非人狼 ,.,.,,,,
88,74,2日目,神父ジムゾン,白,希望 ,,吊り希望:宿.,.,,,,
89,75,2日目,パン屋オットー,白,希望 ,,吊り希望:宿.,.,,,,
90,76,2日目,負傷兵シモン,白,希望 ,,吊り希望:旅.,.,,,,
91,77,2日目,旅人ニコラス,白,希望 ,,吊り希望:商.,.,,,,
92,78,2日目,老人モーリッツ,白,Over,,.,.,,,,
93,79,2日目,司書クララ,白,希望 ,,吊り希望:羊.,.,,,,
94,80,2日目,羊飼いカタリナ,白,希望 ,,吊り希望:神.,.,,,,
95,81,2日目,青年ヨアヒム,白,希望 ,,吊り希望:羊.,.,,,,
96,82,2日目,老人モーリッツ,白,Over,,.,.,,,,
97,83,2日目,宿屋の女主人レジーナ,白,Over,,.,.,,,,
98,84,2日目,行商人アルビン,白,希望 ,,吊り希望:宿.,.,,,,
99,85,2日目,宿屋の女主人レジーナ,白,Over,,.,.,,,,
100,86,2日目,宿屋の女主人レジーナ,白,Over,,.,.,,,,
101,87,2日目,老人モーリッツ,白,Over,,.,.,,,,
102,88,2日目,羊飼いカタリナ,白,考察 ,宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:非村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:非村人 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:非村人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 ,.,.,,,,
103,89,2日目,司書クララ,白,考察 ,宿:非村人 宿:非占い師 宿:非霊能者 老:非占い師 老:非狩人 老:非狂人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 羊:非村人 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 ,.,.,,,,
104,90,2日目,青年ヨアヒム,白,考察 ,宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 羊:非村人 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 羊:非人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 兵:非村人 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:非村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:非村人 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 ,.,.,,,,
105,91,2日目,負傷兵シモン,白,考察 ,宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 老:非村人 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 羊:非村人 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 羊:非人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 神:非村人 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:非村人 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:非村人 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:非村人 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:非人狼 旅:非村人 旅:非占い師 旅:非霊能者 旅:非狩人 旅:非狂人 旅:非人狼 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:人狼 ,.,.,,,,
106,92,2日目,旅人ニコラス,白,考察 ,宿:非村人 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 羊:村人寄り 羊:非占い師 羊:非霊能者 羊:非狩人 羊:非狂人 羊:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 兵:村人寄り 兵:非占い師 兵:非霊能者 兵:非狩人 兵:非狂人 兵:非人狼 神:村人寄り 神:非占い師 神:非霊能者 神:非狩人 神:非狂人 神:非人狼 書:村人寄り 書:非占い師 書:非霊能者 書:非狩人 書:非狂人 書:非人狼 宿:村人寄り 宿:非占い師 宿:非霊能者 宿:非狩人 宿:非狂人 宿:非人狼 青:村人寄り 青:非占い師 青:非霊能者 青:非狩人 青:非狂人 青:非人狼 屋:村人寄り 屋:非占い師 屋:非霊能者 屋:非狩人 屋:非狂人 屋:非人狼 商:非村人 商:非占い師 商:非霊能者 商:非狩人 商:非狂人 商:人狼寄り 老:村人寄り 老:非占い師 老:非霊能者 老:非狩人 老:非狂人 老:非人狼 修:非村人 修:非占い師 修:非霊能者 修:非狩人 修:非狂人 修:非人狼 ,.,.,,,,
